# AR,core_r,cool_r,PD,power,enrich,keff,ave_E,mass,q_dens,dU,dK,mass_235,m_dens,fuel_frac
   1.00000,  42.71484,   0.65405,   1.30239, 199.82422,   0.47241,   1.00135,   0.71620, 967.56631,   0.81613,   0.00000,  -0.00016, 450.43801,   3.95180,   0.27616
   1.00000,  16.85547,   0.71021,   1.18521, 137.94922,   0.24067,   0.26112,   0.89520,  45.04745,   9.16952,   0.00000,  -0.00948,  10.72513,   2.99432,   0.20925
   1.00000,  29.86328,   0.63062,   1.48940, 164.19922,   0.76021,   1.16456,   0.84207, 421.79342,   1.96250,   0.00000,  -0.00136, 317.23859,   5.04124,   0.35229
   1.00000,  14.51172,   0.57153,   1.24575,  90.60547,   0.79028,   0.50713,   1.03479,  33.73629,   9.43730,   0.00000,  -0.00861,  26.40295,   3.51391,   0.24556
   1.00000,  22.53906,   0.97021,   1.49990, 164.96094,   0.81182,   1.02570,   0.90306, 183.54964,   4.58589,   0.00000,  -0.00277, 147.67866,   5.10266,   0.35658
   1.00000,  36.93359,   0.50854,   1.17544, 131.73828,   0.22905,   0.48066,   0.69333, 456.05010,   0.83233,   0.00000,  -0.00197, 103.37364,   2.88136,   0.20135
   1.00000,  44.04297,   0.82886,   1.55142, 184.58984,   0.72808,   1.40579,   0.78661,1429.65766,   0.68775,   0.00000,  -0.00247,1028.87850,   5.32663,   0.37223
   1.00000,  27.20703,   0.57007,   1.42104, 139.35547,   0.38013,   0.74844,   0.73909, 296.60312,   2.20258,   0.00000,  -0.00223, 111.19395,   4.68794,   0.32760
   1.00000,  38.57422,   0.92456,   1.42593, 112.28516,   0.43618,   1.01649,   0.70249, 853.02997,   0.62270,   0.00000,  -0.00133, 366.72992,   4.73067,   0.33059
   1.00000,  23.26172,   0.99341,   1.23013, 169.35547,   0.36851,   0.53183,   0.81806, 134.76794,   4.28276,   0.00000,  -0.00500,  48.98718,   3.40809,   0.23816
   1.00000,  24.82422,   0.69019,   1.25405,  86.03516,   0.85181,   0.88722,   0.92510, 172.53782,   1.79019,   0.00000,  -0.00356, 145.88389,   3.59011,   0.25088
   1.00000,  43.65234,   0.64331,   1.45474,  99.51172,   0.63442,   1.27629,   0.75647,1272.89792,   0.38080,   0.00000,   0.00033, 796.63015,   4.87103,   0.34039
   1.00000,  30.05859,   0.93823,   1.57388, 103.61328,   0.23999,   0.69831,   0.64634, 462.58807,   1.21439,   0.00000,   0.00008, 109.82643,   5.42174,   0.37888
   1.00000,  22.75391,   0.95776,   1.52944, 127.75391,   0.71782,   0.99157,   0.87146, 193.77037,   3.45188,   0.00000,  -0.00222, 137.44826,   5.23564,   0.36587
   1.00000,  14.70703,   0.60132,   1.45229, 191.85547,   0.68638,   0.62539,   0.96839,  48.52916,  19.19771,   0.00000,  -0.01078,  32.89119,   4.85599,   0.33934
   1.00000,  12.67578,   0.61206,   1.42349, 197.01172,   0.87163,   0.59746,   1.05472,  30.09974,  30.79060,   0.00000,  -0.01661,  26.06397,   4.70423,   0.32874
   1.00000,  11.50391,   0.67017,   1.43569, 145.44922,   0.63442,   0.45264,   1.03533,  22.82976,  30.41061,   0.00000,  -0.01744,  14.28777,   4.77326,   0.33356
   1.00000,  39.74609,   0.68433,   1.21060, 119.55078,   0.72671,   1.04293,   0.82506, 636.08472,   0.60607,   0.00000,  -0.00083, 456.89158,   3.22464,   0.22534
   1.00000,  19.78516,   0.90112,   1.10562,  87.91016,   0.38149,   0.31910,   0.92480,  52.85072,   3.61302,   0.00000,  -0.00581,  19.88379,   2.17211,   0.15179
   1.00000,  23.22266,   0.57202,   1.19009, 158.80859,   0.50659,   0.54593,   0.86922, 119.15249,   4.03634,   0.00000,  -0.00715,  59.48117,   3.02843,   0.21163
   1.00000,  19.43359,   0.72729,   1.49526, 140.29297,   0.36030,   0.59560,   0.79720, 116.98233,   6.08453,   0.00000,  -0.00450,  41.58025,   5.07354,   0.35455
   1.00000,  41.23047,   0.82739,   1.36489, 143.57422,   0.80874,   1.31487,   0.83048, 963.30893,   0.65204,   0.00000,  -0.00201, 772.02310,   4.37483,   0.30572
   1.00000,  29.47266,   0.85815,   1.29702, 199.47266,   0.30972,   0.64222,   0.72429, 315.58560,   2.48014,   0.00000,  -0.00285,  96.51835,   3.92382,   0.27420
   1.00000,  37.63672,   0.57935,   1.42544, 159.98047,   0.69185,   1.21260,   0.79365, 789.31384,   0.95517,   0.00000,   0.00115, 539.29536,   4.71264,   0.32933
   1.00000,  16.07422,   0.84790,   1.32778,  80.29297,   0.29741,   0.38242,   0.86948,  53.97832,   6.15372,   0.00000,  -0.00394,  15.85699,   4.13695,   0.28909
   1.00000,  36.54297,   0.65942,   1.37661, 123.30078,   0.71577,   1.18244,   0.81066, 680.42928,   0.80427,   0.00000,   0.00039, 481.24935,   4.43835,   0.31016
   1.00000,  13.06641,   0.90601,   1.44204, 173.33984,   0.44370,   0.43143,   0.94768,  33.75116,  24.73316,   0.00000,  -0.01463,  14.75952,   4.81582,   0.33654
   1.00000,  34.00391,   0.64771,   1.12271, 122.94922,   0.68843,   0.72881,   0.86003, 290.17198,   0.99538,   0.00000,  -0.00047, 197.26366,   2.34919,   0.16416
   1.00000,  43.84766,   0.54712,   1.47280, 129.39453,   0.66382,   1.30700,   0.76383,1312.42321,   0.48857,   0.00000,   0.00070, 859.87387,   4.95547,   0.34629
   1.00000,  38.26172,   0.99390,   1.45327,  95.05859,   0.26597,   0.80238,   0.63105, 858.05624,   0.54019,   0.00000,  -0.00078, 225.60145,   4.87610,   0.34075
   1.00000,  14.35547,   0.86646,   1.34146, 174.86328,   0.46968,   0.44267,   0.94560,  39.29409,  18.81467,   0.00000,  -0.01413,  18.18731,   4.22790,   0.29545
   1.00000,  48.61328,   0.92749,   1.21646, 143.45703,   0.25708,   0.72180,   0.63694,1186.97568,   0.39747,   0.00000,  -0.00059, 301.72490,   3.28872,   0.22982
   1.00000,  40.52734,   0.72925,   1.33755,  86.38672,   0.66382,   1.17563,   0.78581, 877.57026,   0.41310,   0.00000,  -0.00268, 574.96677,   4.19650,   0.29326
   1.00000,  45.60547,   0.66772,   1.32095, 194.90234,   0.77729,   1.30259,   0.80996,1216.38546,   0.65406,   0.00000,  -0.00199, 935.92436,   4.08198,   0.28525
   1.00000,  49.66797,   0.80542,   1.25991, 106.19141,   0.46079,   1.03319,   0.70097,1402.21609,   0.27587,   0.00000,  -0.00067, 636.75440,   3.64280,   0.25456
   1.00000,  12.05078,   0.95483,   1.57144, 118.14453,   0.77661,   0.61136,   1.03336,  29.75602,  21.48910,   0.00000,  -0.00975,  22.87466,   5.41227,   0.37822
   1.00000,  20.80078,   0.88550,   1.58706, 196.89453,   0.75474,   0.97715,   0.89319, 154.74012,   6.96378,   0.00000,  -0.00494, 115.52638,   5.47286,   0.38245
   1.00000,  39.23828,   0.98218,   1.48159, 128.57422,   0.35552,   0.95924,   0.66160, 952.05846,   0.67745,   0.00000,  -0.00041, 333.93689,   5.01630,   0.35055
   1.00000,  31.54297,   0.54663,   1.48647, 117.08984,   0.33433,   0.80601,   0.68536, 495.13742,   1.18758,   0.00000,  -0.00255, 163.38169,   5.02190,   0.35094
   1.00000,  27.01172,   0.88452,   1.12759, 173.80859,   0.34321,   0.44129,   0.82277, 149.76500,   2.80714,   0.00000,  -0.00360,  50.72247,   2.41882,   0.16903
   1.00000,  14.27734,   0.65112,   1.22817, 187.63672,   0.42661,   0.32866,   0.97313,  30.85371,  20.52230,   0.00000,  -0.01777,  12.97440,   3.37455,   0.23582
   1.00000,  34.70703,   0.67651,   1.20229, 128.92578,   0.33638,   0.63775,   0.73033, 413.68767,   0.98161,   0.00000,  -0.00057, 137.33715,   3.14971,   0.22011
   1.00000,  12.59766,   0.71997,   1.19106, 141.23047,   0.86069,   0.40524,   1.10451,  19.15515,  22.48583,   0.00000,  -0.01401,  16.37094,   3.04976,   0.21312
   1.00000,  33.84766,   0.92212,   1.34780, 159.39453,   0.34185,   0.78909,   0.69836, 520.27322,   1.30839,   0.00000,  -0.00101, 175.51247,   4.27067,   0.29844
   1.00000,  18.30078,   0.56421,   1.55581, 189.39453,   0.36099,   0.57849,   0.80414, 102.70315,   9.83578,   0.00000,  -0.00777,  36.57435,   5.33366,   0.37272
   1.00000,  37.28516,   0.96509,   1.28140, 127.16797,   0.21606,   0.61023,   0.64653, 620.94943,   0.78094,   0.00000,  -0.00093, 132.82535,   3.81328,   0.26648
   1.00000,  38.41797,   0.52661,   1.44692, 170.17578,   0.72671,   1.25921,   0.80065, 859.11412,   0.95531,   0.00000,  -0.00121, 617.09076,   4.82278,   0.33702
   1.00000,  49.04297,   0.76538,   1.36392, 199.58984,   0.81558,   1.41154,   0.81509,1618.05063,   0.53859,   0.00000,  -0.00086,1308.04656,   4.36628,   0.30512
   1.00000,  48.06641,   0.96851,   1.25454, 128.33984,   0.88120,   1.34121,   0.84850,1258.34800,   0.36786,   0.00000,   0.00303,1102.05775,   3.60683,   0.25205
   1.00000,  40.68359,   0.95679,   1.32339, 157.98828,   0.89966,   1.32881,   0.86478, 869.69079,   0.74682,   0.00000,  -0.00217, 778.28688,   4.11109,   0.28729
   1.00000,  49.19922,   0.91187,   1.24624, 176.62109,   0.21675,   0.68808,   0.60915,1323.78556,   0.47208,   0.00000,  -0.00066, 284.06462,   3.53829,   0.24726
   1.00000,  29.16016,   0.73218,   1.36343, 127.28516,   0.34868,   0.72199,   0.72508, 339.76284,   1.63402,   0.00000,  -0.00365, 116.89356,   4.36171,   0.30480
   1.00000,  42.59766,   0.51733,   1.26040, 168.18359,   0.40815,   0.86640,   0.69983, 880.39756,   0.69259,   0.00000,  -0.00407, 354.26109,   3.62553,   0.25336
   1.00000,  37.48047,   0.84839,   1.26382, 116.50391,   0.30220,   0.71525,   0.68415, 607.92779,   0.70433,   0.00000,  -0.00350, 181.44445,   3.67525,   0.25683
   1.00000,  45.68359,   0.64917,   1.12856, 129.04297,   0.28716,   0.57441,   0.69566, 722.99450,   0.43083,   0.00000,  -0.00012, 205.12210,   2.41382,   0.16868
   1.00000,  14.39453,   0.77417,   1.50356, 159.04297,   0.86343,   0.73517,   1.00950,  47.91848,  16.97353,   0.00000,  -0.00680,  41.08868,   5.11400,   0.35737
   1.00000,  20.03906,   0.50146,   1.53408, 187.46094,   0.50557,   0.74118,   0.82970, 132.37490,   7.41530,   0.00000,  -0.00338,  65.94871,   5.23629,   0.36592
   1.00000,  44.47266,   0.71265,   1.11196, 147.55859,   0.74722,   0.88953,   0.83732, 617.19575,   0.53399,   0.00000,  -0.00140, 456.09587,   2.23354,   0.15608
   1.00000,  14.31641,   0.76636,   1.58022, 139.58984,   0.40610,   0.50179,   0.88565,  50.17023,  15.14264,   0.00000,  -0.01061,  20.08692,   5.44244,   0.38032
   1.00000,  31.58203,   0.98413,   1.22573, 190.80078,   0.39858,   0.70346,   0.76186, 333.55700,   1.92801,   0.00000,  -0.00104, 131.08608,   3.37054,   0.23554
   1.00000,  30.52734,   0.85425,   1.46255, 176.38672,   0.88599,   1.24938,   0.88191, 439.66343,   1.97355,   0.00000,   0.00031, 387.23259,   4.91930,   0.34377
   1.00000,  18.33984,   0.61499,   1.15396, 190.44922,   0.46147,   0.36972,   0.93517,  51.92513,   9.82749,   0.00000,  -0.00954,  23.61423,   2.67942,   0.18724
   1.00000,  40.41016,   0.90405,   1.16030, 123.53516,   0.45806,   0.78032,   0.75904, 572.69903,   0.59589,   0.00000,  -0.00149, 258.52835,   2.76252,   0.19305
   1.00000,  19.19922,   0.52075,   1.26577, 130.91797,   0.46147,   0.50850,   0.88017,  81.54927,   5.88842,   0.00000,  -0.00642,  37.08653,   3.66792,   0.25632
   1.00000,  27.01172,   0.96118,   1.27700,  83.10547,   0.78413,   0.95431,   0.89245, 234.05719,   1.34222,   0.00000,  -0.00219, 181.71647,   3.78021,   0.26417
   1.00000,  48.10547,   0.82397,   1.56851, 157.40234,   0.47104,   1.23035,   0.67903,1887.53868,   0.45007,   0.00000,  -0.00144, 876.17472,   5.39713,   0.37716
   1.00000,  42.44141,   0.74194,   1.22866,  98.69141,   0.67954,   1.08573,   0.80038, 812.91474,   0.41092,   0.00000,   0.00040, 545.39151,   3.38474,   0.23653
   1.00000,  46.81641,   0.54761,   1.29897, 132.08984,   0.36235,   0.90762,   0.66159,1263.27786,   0.40976,   0.00000,   0.00076, 451.55996,   3.91881,   0.27385
   1.00000,  49.19922,   0.64575,   1.36685,  90.95703,   0.63647,   1.28217,   0.75079,1637.97592,   0.24311,   0.00000,   0.00036,1028.45658,   4.37807,   0.30594
   1.00000,  14.47266,   0.86841,   1.41812, 123.76953,   0.50591,   0.51322,   0.93604,  44.63083,  12.99627,   0.00000,  -0.00796,  22.24988,   4.68641,   0.32749
   1.00000,  25.03906,   0.81396,   1.21865, 166.36719,   0.41807,   0.58505,   0.81907, 162.88880,   3.37337,   0.00000,  -0.00502,  67.13084,   3.30284,   0.23081
   1.00000,  49.23828,   0.60718,   1.35659, 122.83203,   0.36304,   0.98737,   0.64741,1616.94727,   0.32753,   0.00000,  -0.00201, 579.07371,   4.31159,   0.30130
   1.00000,  20.09766,   0.68872,   1.23843, 110.64453,   0.71372,   0.66350,   0.93848,  88.32080,   4.33854,   0.00000,  -0.00540,  62.28480,   3.46319,   0.24201
   1.00000,  10.56641,   0.72876,   1.50210, 162.67578,   0.27896,   0.25874,   0.97454,  18.92222,  43.89253,   0.00000,  -0.01960,   5.21624,   5.10552,   0.35678
   1.00000,  48.26172,   0.61890,   1.58071, 185.05859,   0.62759,   1.37882,   0.73800,1920.55140,   0.52402,   0.00000,  -0.00372,1188.89202,   5.43836,   0.38004
   1.00000,  20.76172,   0.92065,   1.36196,  87.55859,   0.39722,   0.60233,   0.81754, 122.57869,   3.11429,   0.00000,  -0.00416,  48.00916,   4.35989,   0.30467
   1.00000,  34.62891,   0.74585,   1.39663, 137.12891,   0.24751,   0.69304,   0.64768, 594.98371,   1.05115,   0.00000,  -0.00209, 145.65293,   4.56078,   0.31871
   1.00000,  33.78906,   0.61084,   1.29678, 155.11719,   0.83369,   1.12426,   0.86381, 473.68272,   1.27992,   0.00000,  -0.00180, 391.70227,   3.90849,   0.27313
   1.00000,  43.26172,   0.66431,   1.48013, 109.35547,   0.71851,   1.34833,   0.78575,1271.44985,   0.42991,   0.00000,  -0.00335, 902.76779,   4.99848,   0.34930
   1.00000,  36.54297,   0.65942,   1.27554, 120.13672,   0.71577,   1.07950,   0.82251, 575.66924,   0.78364,   0.00000,  -0.00074, 407.15539,   3.75501,   0.26240
   1.00000,  46.97266,   0.80640,   1.26577, 176.97266,   0.54009,   1.08867,   0.73573,1200.98275,   0.54353,   0.00000,  -0.00068, 639.24153,   3.68851,   0.25776
   1.00000,  27.94922,   0.92749,   1.42056, 117.91016,   0.54487,   0.93266,   0.79222, 322.47811,   1.71906,   0.00000,  -0.00417, 173.16730,   4.70155,   0.32855
   1.00000,  45.09766,   0.87524,   1.42593, 185.64453,   0.27622,   0.87491,   0.61506,1362.70399,   0.64427,   0.00000,  -0.00106, 371.98991,   4.72922,   0.33048
   1.00000,  38.45703,   0.97339,   1.48403, 105.60547,   0.54077,   1.15328,   0.73725, 898.37517,   0.59103,   0.00000,  -0.00059, 478.77763,   5.02783,   0.35135
   1.00000,  49.62891,   0.77173,   1.24038, 132.32422,   0.25161,   0.73679,   0.62362,1338.00646,   0.34458,   0.00000,  -0.00120, 332.93187,   3.48421,   0.24348
   1.00000,  22.63672,   0.78784,   1.24478, 104.43359,   0.29878,   0.46715,   0.79881, 128.31027,   2.86583,   0.00000,  -0.00356,  37.86559,   3.52104,   0.24605
   1.00000,  20.68359,   0.70679,   1.56606, 174.04297,   0.25093,   0.53309,   0.73318, 149.64605,   6.26079,   0.00000,  -0.00559,  37.13605,   5.38316,   0.37618
   1.00000,  47.48047,   0.53491,   1.48501, 136.77734,   0.47720,   1.18035,   0.68485,1686.08633,   0.40674,   0.00000,  -0.00185, 792.88413,   5.01401,   0.35038
   1.00000,  19.12109,   0.53589,   1.54653,  80.17578,   0.62827,   0.80729,   0.87623, 116.24050,   3.65053,   0.00000,  -0.00600,  72.03585,   5.29261,   0.36985
   1.00000,  45.17578,   0.87427,   1.12222, 197.71484,   0.80259,   0.98874,   0.85142, 683.31675,   0.68261,   0.00000,   0.00154, 543.34523,   2.35915,   0.16486
   1.00000,  23.80859,   0.92261,   1.49575,  89.66797,   0.56812,   0.89749,   0.81951, 215.47567,   2.11488,   0.00000,  -0.00409, 120.66448,   5.08215,   0.35515
   1.00000,  34.00391,   0.57642,   1.12271, 107.36328,   0.67817,   0.70374,   0.85554, 289.26405,   0.86920,   0.00000,  -0.00330, 193.67291,   2.34184,   0.16365
   1.00000,  32.05078,   0.70483,   1.32144, 187.63672,   0.42661,   0.81989,   0.74263, 422.78944,   1.81406,   0.00000,  -0.00234, 177.78864,   4.08751,   0.28564
   1.00000,  11.54297,   0.84692,   1.56411, 105.13672,   0.35552,   0.36286,   0.94857,  25.99379,  21.75965,   0.00000,  -0.01218,   9.11739,   5.37981,   0.37595
   1.00000,  24.16016,   0.54468,   1.58462, 170.99609,   0.64331,   0.98916,   0.82991, 241.44328,   3.85955,   0.00000,  -0.00186, 153.24450,   5.44962,   0.38083
   1.00000,  33.10547,   0.56958,   1.45083, 111.69922,   0.21880,   0.64612,   0.63462, 552.41236,   0.97994,   0.00000,  -0.00196, 119.65247,   4.84634,   0.33867
   1.00000,  11.81641,   0.61011,   1.23647, 177.08984,   0.44985,   0.26811,   1.04046,  17.83576,  34.16545,   0.00000,  -0.02167,   7.90746,   3.44100,   0.24046
   1.00000,  38.26172,   0.99390,   1.20571, 101.97266,   0.26597,   0.62441,   0.68629, 562.44863,   0.57948,   0.00000,  -0.00014, 147.87985,   3.19624,   0.22336
   1.00000,  33.26172,   0.68140,   1.14077,  80.05859,   0.35347,   0.53953,   0.77194, 294.56093,   0.69251,   0.00000,  -0.00062, 102.72578,   2.54795,   0.17805
   1.00000,  44.19922,   0.58325,   1.45327, 115.91797,   0.37397,   1.01233,   0.65436,1318.30339,   0.42732,   0.00000,   0.00171, 486.25427,   4.85984,   0.33961
   1.00000,  34.51172,   0.56128,   1.47134, 196.30859,   0.72534,   1.21445,   0.81188, 639.13555,   1.52016,   0.00000,   0.00070, 458.20083,   4.94929,   0.34586
   1.00000,  14.90234,   0.75269,   1.15786, 148.26172,   0.89351,   0.45787,   1.07018,  28.38318,  14.25988,   0.00000,  -0.01074,  25.21927,   2.72991,   0.19077
   1.00000,  44.08203,   0.60620,   1.56997, 107.48047,   0.79233,   1.45038,   0.80562,1451.72385,   0.39939,   0.00000,   0.00120,1139.18623,   5.39448,   0.37697
   1.00000,  48.37891,   0.95239,   1.23989, 113.57422,   0.28374,   0.78512,   0.64189,1240.75176,   0.31927,   0.00000,  -0.00182, 347.85331,   3.48792,   0.24374
   1.00000,  33.69141,   0.94507,   1.58804, 109.94141,   0.65767,   1.22608,   0.78818, 658.16492,   0.91507,   0.00000,  -0.00159, 427.17198,   5.47807,   0.38281
   1.00000,  28.49609,   0.79370,   1.38247, 168.30078,   0.87983,   1.14034,   0.89486, 325.67058,   2.31516,   0.00000,  -0.00139, 284.76056,   4.47995,   0.31306
   1.00000,  28.80859,   0.73511,   1.43325, 104.66797,   0.29810,   0.69893,   0.69593, 357.79221,   1.39347,   0.00000,  -0.00266, 105.34927,   4.76338,   0.33287
   1.00000,  26.11328,   0.95874,   1.22378, 167.94922,   0.56333,   0.72665,   0.84984, 187.57411,   3.00223,   0.00000,  -0.00459, 104.15031,   3.35304,   0.23431
   1.00000,  42.48047,   0.84741,   1.42251, 161.50391,   0.78823,   1.36052,   0.81700,1134.26930,   0.67060,   0.00000,  -0.00203, 885.34623,   4.70976,   0.32912
   1.00000,  40.87891,   0.79614,   1.28726,  97.98828,   0.53599,   1.03064,   0.74871, 826.28786,   0.45659,   0.00000,  -0.00156, 436.45745,   3.85020,   0.26906
   1.00000,  12.28516,   0.90259,   1.46890, 162.20703,   0.74585,   0.56281,   1.03276,  28.84717,  27.84693,   0.00000,  -0.01181,  21.27758,   4.95234,   0.34608
   1.00000,  16.66016,   0.57593,   1.33218, 149.78516,   0.47993,   0.50673,   0.90613,  60.30414,  10.31054,   0.00000,  -0.00898,  28.52015,   4.15107,   0.29008
   1.00000,  14.35547,   0.86646,   1.34146, 100.44922,   0.46968,   0.44895,   0.94596,  39.29409,  10.80798,   0.00000,  -0.00785,  18.18731,   4.22790,   0.29545
   1.00000,  15.56641,   0.62573,   1.56460, 150.83984,   0.64673,   0.69639,   0.92917,  63.67615,  12.72919,   0.00000,  -0.00846,  40.63260,   5.37355,   0.37551
   1.00000,  38.73047,   0.85864,   1.39614, 142.98828,   0.32749,   0.86536,   0.66221, 832.71190,   0.78342,   0.00000,  -0.00072, 269.18661,   4.56233,   0.31882
   1.00000,  45.44922,   0.94263,   1.31997,  94.70703,   0.78960,   1.32476,   0.81871,1205.53611,   0.32111,   0.00000,   0.00058, 942.65228,   4.08744,   0.28563
   1.00000,  25.76172,   0.58716,   1.13638, 191.85547,   0.58726,   0.54922,   0.88520, 133.87063,   3.57190,   0.00000,  -0.00457,  77.50571,   2.49236,   0.17417
   1.00000,  14.47266,   0.54565,   1.48452, 124.47266,   0.23384,   0.33848,   0.84781,  47.73597,  13.07010,   0.00000,  -0.00836,  11.04501,   5.01246,   0.35028
   1.00000,  36.03516,   0.88062,   1.33999, 174.16016,   0.57837,   1.05166,   0.77388, 620.18619,   1.18473,   0.00000,  -0.00094, 353.59638,   4.21884,   0.29482
   1.00000,  34.31641,   0.72974,   1.20522, 151.42578,   0.78208,   0.98406,   0.86316, 403.68504,   1.19274,   0.00000,  -0.00121, 312.57088,   3.17971,   0.22220
   1.00000,  43.69141,   0.51782,   1.57974, 179.55078,   0.68364,   1.36804,   0.76603,1422.34936,   0.68525,   0.00000,   0.00063, 960.10803,   5.42835,   0.37934
   1.00000,  26.81641,   0.63599,   1.18130,  80.76172,   0.66108,   0.71110,   0.87974, 178.81286,   1.33307,   0.00000,  -0.00115, 116.66499,   2.95153,   0.20626
   1.00000,  49.31641,   0.82886,   1.51772, 111.81641,   0.72808,   1.44924,   0.77810,1951.98826,   0.29674,   0.00000,  -0.00117,1404.78298,   5.18028,   0.36200
   1.00000,  18.37891,   0.63110,   1.36489,  90.48828,   0.31724,   0.46579,   0.82518,  85.13294,   4.63963,   0.00000,  -0.00301,  26.66479,   4.36504,   0.30503
   1.00000,  46.85547,   0.63892,   1.15444, 182.36328,   0.76567,   1.03917,   0.82248, 868.21171,   0.56430,   0.00000,  -0.00118, 657.79874,   2.68655,   0.18774
   1.00000,  28.69141,   0.88257,   1.52554,  94.94141,   0.74517,   1.15789,   0.84235, 387.07554,   1.27953,   0.00000,  -0.00185, 285.23979,   5.21663,   0.36454
   1.00000,  31.03516,   0.77075,   1.49185, 190.91797,   0.81147,   1.22652,   0.85438, 475.10528,   2.03299,   0.00000,  -0.00353, 382.08609,   5.05916,   0.35354
   1.00000,  22.44141,   0.52417,   1.12173, 158.69141,   0.32954,   0.31456,   0.86931,  82.52478,   4.46944,   0.00000,  -0.00806,  26.84327,   2.32426,   0.16242
   1.00000,  29.12109,   0.91089,   1.17153, 150.60547,   0.66450,   0.77011,   0.87137, 222.97047,   1.94119,   0.00000,  -0.00166, 146.23743,   2.87392,   0.20083
   1.00000,  24.08203,   0.51538,   1.31997, 153.30078,   0.74106,   0.86419,   0.88750, 178.26709,   3.49394,   0.00000,  -0.00275, 130.62691,   4.06296,   0.28392
   1.00000,  21.81641,   0.67163,   1.58267,  87.08984,   0.85933,   1.06593,   0.91419, 177.73994,   2.66973,   0.00000,   0.00083, 151.65667,   5.44860,   0.38076
   1.00000,  43.06641,   0.78101,   1.34585, 115.56641,   0.77798,   1.30136,   0.81681,1067.21563,   0.46054,   0.00000,  -0.00107, 821.89590,   4.25291,   0.29720
   1.00000,  18.22266,   0.86743,   1.18374, 195.60547,   0.70278,   0.54041,   0.97632,  56.82600,  10.28954,   0.00000,  -0.00887,  39.44950,   2.98925,   0.20889
   1.00000,  39.16016,   0.86206,   1.23843, 157.28516,   0.20581,   0.57364,   0.64650, 655.11185,   0.83369,   0.00000,  -0.00255, 133.53133,   3.47242,   0.24266
   1.00000,  16.54297,   0.65845,   1.52554, 183.30078,   0.44302,   0.58335,   0.86140,  74.08175,  12.88766,   0.00000,  -0.00983,  32.34673,   5.20860,   0.36398
   1.00000,  22.05078,   0.57983,   1.10317,  88.14453,   0.60161,   0.41439,   0.93738,  71.37917,   2.61682,   0.00000,  -0.00323,  42.34228,   2.11909,   0.14808
   1.00000,  48.84766,   0.88159,   1.16421, 115.09766,   0.25503,   0.64817,   0.65531,1025.47721,   0.31433,   0.00000,  -0.00141, 258.60905,   2.80056,   0.19571
   1.00000,  29.82422,   0.62231,   1.49966,  81.58203,   0.31929,   0.77089,   0.68808, 424.13092,   0.97890,   0.00000,  -0.00075, 133.69618,   5.08912,   0.35563
   1.00000,  19.58984,   0.69312,   1.57583,  89.19922,   0.65835,   0.86648,   0.87737, 128.06160,   3.77675,   0.00000,  -0.00413,  83.20344,   5.42221,   0.37891
   1.00000,  13.02734,   0.61938,   1.55972, 182.71484,   0.48745,   0.48978,   0.94034,  37.18107,  26.30611,   0.00000,  -0.01614,  17.85965,   5.35309,   0.37408
   1.00000,  48.73047,   0.70679,   1.49819, 178.02734,   0.72261,   1.42627,   0.77629,1849.10976,   0.48971,   0.00000,  -0.00171,1320.55581,   5.08641,   0.35544
   1.00000,  18.45703,   0.64819,   1.15542, 185.17578,   0.89077,   0.55359,   1.01349,  53.28135,   9.37452,   0.00000,  -0.00952,  47.19089,   2.69737,   0.18850
   1.00000,  34.39453,   0.51929,   1.25356, 172.98828,   0.81216,   1.04961,   0.85754, 456.52630,   1.35331,   0.00000,  -0.00043, 367.46608,   3.57148,   0.24958
   1.00000,  41.03516,   0.51196,   1.36685,  90.95703,   0.63169,   1.16769,   0.76603, 948.10627,   0.41900,   0.00000,   0.00154, 590.78399,   4.36756,   0.30521
   1.00000,  23.45703,   0.96069,   1.17153, 110.17578,   0.66450,   0.65221,   0.91455, 116.61299,   2.71717,   0.00000,  -0.00128,  76.48181,   2.87593,   0.20097
   1.00000,  35.99609,   0.57495,   1.22622,  84.98047,   0.57358,   0.88827,   0.78924, 491.06768,   0.57997,   0.00000,  -0.00019, 277.64925,   3.35139,   0.23420
   1.00000,  17.28516,   0.74487,   1.44937, 155.41016,   0.42524,   0.56577,   0.85653,  78.66178,   9.57876,   0.00000,  -0.00767,  32.97249,   4.84835,   0.33881
   1.00000,  36.23047,   0.51489,   1.17739,  98.57422,   0.37124,   0.62961,   0.74112, 433.44459,   0.65977,   0.00000,   0.00157, 158.71469,   2.90109,   0.20273
   1.00000,  40.37109,   0.63257,   1.46841, 154.35547,   0.34390,   0.93770,   0.65290,1020.99935,   0.74673,   0.00000,  -0.00115, 346.48331,   4.93929,   0.34516
   1.00000,  11.19141,   0.91479,   1.49429,  87.44141,   0.35142,   0.33192,   0.97110,  22.34851,  19.85696,   0.00000,  -0.01093,   7.74894,   5.07510,   0.35465
   1.00000,  16.97266,   0.88306,   1.32388, 101.26953,   0.89966,   0.74811,   1.00330,  63.16142,   6.59294,   0.00000,  -0.00440,  56.52320,   4.11199,   0.28735
   1.00000,  41.62109,   0.50464,   1.26528, 128.10547,   0.53325,   0.97976,   0.74461, 829.54099,   0.56556,   0.00000,  -0.00227, 435.93078,   3.66225,   0.25592
   1.00000,  30.72266,   0.71118,   1.27749, 143.10547,   0.65903,   0.94292,   0.83281, 343.72945,   1.57083,   0.00000,   0.00044, 223.55940,   3.77303,   0.26366
